symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
CGAC,Code Green Apparel Corp.,0.0050,0.001,+25.00%,"153,447","208,481","2,195",,208481,2195
LASLY,Lentuo International Inc.,0.0100,0.002,+25.00%,"174,300","85,936","2,035",0.06,85936,2035
SNRR,"Super Nova Resources, Inc.",0.0005,-0.0005,-50.00%,"95,000","38,050","2,000",0.03,38050,2000
PRGNF,Paragon Shipping Inc.,0.0249,0.001,+4.18%,"16,173","59,973","1,945",0.00,59973,1945
TRBO,"Turbo Global Partners, Inc.",0.0022,0.0002,+10.00%,"543,000",1.55M,"1,596",,1550000,1596
DOMR,Dominion Resources Black Warrior Trust,0.0080,0.0,0.00%,"3,300","46,259","1,570",0.02,46259,1570
CBTC,XTRA Bitcoin Inc.,0.0217,-0.0017,-7.46%,16.788M,98.541M,"1,489",,98541000,1489
IMTV,"Imagination TV, Inc.",0.0007,-0.0001,-12.50%,"365,000",43.779M,"1,221",,43779000,1221
ADTC,"Advanced Deposition Technologies, Inc.",0.0005,-0.0005,-45.00%,"10,000","28,088","1,001",0.18,28088,1001
CTPR,CTPartners Executive Search Inc.,0.0150,0.0,0.00%,"51,200","43,439",874,0.11,43439,874
PLNTQ,"Proliance International, Inc.",0.0050,-0.005,-50.00%,"395,692","40,494",788,,40494,788
EVSV,"Enviro-Serv, Inc.",0.1140,-0.001,-0.87%,"61,571","172,829",781,,172829,781
GTEH,"GenTech Holdings, Inc.",0.0049,0.0002,+3.38%,183.57M,343.409M,744,,343409000,744
IYXI,"Inyx, Inc.",0.0002,0.0,0.00%,"250,000","165,157",727,,165157,727
IMNG,iMing Corp.,0.0060,-0.0019,-24.05%,600,"33,705",724,,33705,724
INOH,"In Ovations Holdings, Inc.",0.0004,-0.0001,-20.00%,20.851M,104.469M,586,,104469000,586
AHFD,"Active Health Foods, Inc.",0.0005,0.0,0.00%,56.102M,74.858M,490,,74858000,490
RBNW,"Renewable Energy and Power, Inc.",0.0021,-0.0,-1.44%,70.823M,380.073M,434,,380073000,434
NYXO,Nyxio Technologies Corporation,0.0008,0.0001,+14.29%,4.165M,14.064M,385,,14064000,385
LGBI,"Cannabiz Mobile, Inc.",0.0010,-0.0002,-16.67%,12.199M,3.505M,375,,3505000,375
USTC,USA Real Estate Holding Company,0.0045,0.0,0.00%,"37,500","231,437",368,,231437,368
LRDR,Laredo Resources Corp.,0.0220,-0.003,-12.00%,"729,487",3.069M,366,,3069000,366
IHGP,"Interact Holdings Group, Inc.",0.0180,0.003,+20.00%,"5,250","54,922",357,,54922,357
CDIV,"Cascadia Investments, Inc.",0.0004,0.0,0.00%,192,"29,832",300,,29832,300
CRGP,"Calissio Resources Group, Inc.",0.0025,-0.0001,-3.85%,"750,000",11.615M,230,,11615000,230
NSLPQ,New Source Energy Partners L.P.,0.0150,-0.0045,-23.08%,"117,320","81,558",143,,81558,143
TRSI,"Trophy Resources, Inc.",0.0082,-0.0008,-8.89%,1.704M,4.885M,82,,4885000,82
MDCE,Medical Care Technologies Inc.,0.0007,0.0001,+16.67%,1.81M,7.792M,59,,7792000,59
CNNA,Cann American Corp.,0.0235,0.0019,+8.80%,"198,615",1.014M,56,,1014000,56
RKTE,"Reflectkote, Inc.",0.0035,0.0,0.00%,"252,715","294,034",42,,294034,42
IKTO,"iTokk, Inc.",0.0018,-0.0001,-5.26%,5.701M,4.05M,11,,4050000,11
BFCH,"BitFrontier Capital Holdings, Inc.",0.1880,-0.03,-13.76%,2.979M,9.433M,10,,9433000,10
FLXP,Flex-Power Inc.,0.0080,0.0,0.00%,"49,529","32,598",8,,32598,8
WWDH,Worldwide Holdings Corp.,0.0120,0.0,0.00%,775,"181,474",6,,181474,6
GVDI,"Golden Valley Development, Inc",0.0186,-0.0034,-15.66%,280,"569,889",2,,569889,2
ROCRU,Roth CH Acquisition III Co.,10.05,-0.0,-0.01%,"45,333","682,850",,,682850,0
ARRWU,Arrowroot Acquisition Corp.,10.03,0.0,+0.00%,"110,068",1.842M,,,1842000,0
HTOOW,Fusion Fuel Green PLC,4.4000,0.24,+5.77%,"30,445","85,153",,,85153,0
SBNYP,Signature Bank,25.49,0.17,+0.65%,"26,130","503,048",,,503048,0
QRTEP,"Qurate Retail, Inc.",100.46,0.26,+0.26%,"18,020","79,860",,,79860,0
RICE-UN,Rice Acquisition Corp.,11.43,-0.16,-1.38%,"28,310","60,223",,,60223,0
LANDO,Gladstone Land Corporation,25.60,0.05,+0.20%,"14,158","42,838",,,42838,0
ENNVU,ECP Environmental Growth Opportunities Corp.,10.24,0.04,+0.39%,"34,864","417,200",,,417200,0
PMGMU,Priveterra Acquisition Corp.,10.00,-0.04,-0.40%,"43,125","586,747",,,586747,0
VGAC-UN,VG Acquisition Corp.,12.22,0.55,+4.69%,"5,274","104,715",,,104715,0
BAMI,Brookfield Finance Inc. 4.50% P,24.12,0.03,+0.12%,"8,484","68,541",,,68541,0
BAMI,Brookfield Finance Inc. 4.50% P,24.12,0.03,+0.12%,"8,484","68,541",,,68541,0
FCAX-UN,Fortress Capital Acquisition Corp.,10.15,-0.07,-0.68%,"51,607","769,524",,,769524,0
AMPGW,"AmpliTech Group, Inc.",3.8550,0.305,+8.59%,"54,034","37,820",,,37820,0
AESUU,The AES Corporation,105.00,0.65,+0.63%,"81,735","563,876",,,563876,0
SWT,,116.25,0.84,+0.73%,"1,824","52,213",,,52213,0
BSX-PA,Boston Scientific Corporation,108.77,-0.85,-0.78%,"15,052","153,944",,,153944,0
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc.",20.01,0.01,+0.05%,"24,411","174,418",,,174418,0
HTOOW,Fusion Fuel Green PLC,4.4000,0.24,+5.77%,"30,445","85,153",,,85153,0
AMPGW,"AmpliTech Group, Inc.",3.8550,0.305,+8.59%,"54,034","37,820",,,37820,0
HSCC,Homeland Security Corporation,0.0110,0.001,+10.00%,"10,650","76,177",,,76177,0
KUYAF,Kuya Silver Corp.,1.8775,0.007,+0.37%,"34,063","84,497",,,84497,0
AESUU,The AES Corporation,105.00,0.65,+0.63%,"81,735","563,876",,,563876,0
BPYUP,Brookfield Property REIT Inc.,25.07,0.07,+0.28%,"15,272","57,395",,,57395,0
NEBCW,Nebula Caravel Acquisition Corp.,1.6050,0.185,+13.03%,"163,348","145,271",,,145271,0
T-PA,AT&T Inc.,25.98,0.14,+0.54%,"61,487","125,046",,,125046,0
NEE-PQ,"NextEra Energy, Inc.",49.79,0.36,+0.73%,"259,429","412,314",,,412314,0
FCAX-UN,Fortress Capital Acquisition Corp.,10.15,-0.07,-0.68%,"51,607","769,524",,,769524,0
HIIIU,Hudson Executive Investment Corp. III,10.08,0.01,+0.10%,"196,573",3.142M,,,3142000,0
GFX-UN,Golden Falcon Acquisition Corp.,10.30,-0.1,-0.96%,"78,795","291,592",,,291592,0
COF-PK,Capital One Financial Corporation,25.18,0.05,+0.18%,"8,501","34,544",,,34544,0
WFC-PA,Wells Fargo & Company Depositar,25.02,0.25,+0.99%,"108,388","201,653",,,201653,0
BHFAO,"Brighthouse Financial, Inc.",27.62,0.2,+0.75%,"26,833","36,496",,,36496,0
ACKIT,Ackrell SPAC Partners I Co.,9.95,0.0,0.00%,"9,182","71,741",,,71741,0
BPYUP,Brookfield Property REIT Inc.,25.07,0.07,+0.28%,"15,272","57,395",,,57395,0
NEE-PQ,"NextEra Energy, Inc.",49.79,0.36,+0.73%,"259,429","412,314",,,412314,0
SOAC-UN,Sustainable Opportunities Acquisition Corp.,11.00,-0.08,-0.75%,"3,004","25,341",,,25341,0
HIIIU,Hudson Executive Investment Corp. III,10.08,0.01,+0.10%,"196,573",3.142M,,,3142000,0
AGNCO,AGNC Investment Corp.,24.79,-0.08,-0.32%,"25,912","48,541",,,48541,0
ALL-PI,The Allstate Corporation,26.51,0.15,+0.56%,"31,892","31,796",,,31796,0
CFACW,CF Finance Acquisition Corp. III,1.7300,0.02,+1.17%,"70,489","284,564",,,284564,0
CLCFF,Christina Lake Cannabis Corp.,0.5825,-0.0108,-1.83%,"42,088","155,785",,,155785,0
GHVIU,"Gores Holdings VI, Inc.",17.69,-0.21,-1.18%,"13,371","470,168",,,470168,0
BAC-PO,Bank of America Corporation,25.02,0.03,+0.14%,"140,136","219,408",,,219408,0
FLGZY,Flughafen Zürich AG,6.95,-0.13,-1.80%,"4,630","82,686",,,82686,0
FVT-UN,Fortress Value Acquisition Corp. III,10.28,0.02,+0.24%,"9,189","243,691",,,243691,0
NEBCW,Nebula Caravel Acquisition Corp.,1.6050,0.185,+13.03%,"163,348","145,271",,,145271,0
PV-UN,Primavera Capital Acquisition Corporation,10.40,0.14,+1.36%,"344,667","570,510",,,570510,0
PSA-PL,Public Storage,26.59,0.21,+0.80%,"21,856","51,928",,,51928,0
MUDSW,Mudrick Capital Acquisition Corporation II,0.9309,0.1007,+12.13%,"30,048","161,825",,,161825,0
FRSGU,First Reserve Sustainable Growth Corp.,10.08,0.02,+0.20%,"174,809",1.742M,,,1742000,0
OHPAU,Orion Acquisition Corp.,10.06,0.06,+0.65%,"62,974",1.664M,,,1664000,0
COF-PK,Capital One Financial Corporation,25.18,0.05,+0.18%,"8,501","34,544",,,34544,0
QRTEP,"Qurate Retail, Inc.",100.46,0.26,+0.26%,"18,020","79,860",,,79860,0
DDMXU,DD3 Acquisition Corp. II,10.75,0.26,+2.48%,"28,841","50,256",,,50256,0
PTICW,PropTech Investment Corporation II,1.3500,0.2,+17.39%,"26,550","46,921",,,46921,0
GHVIU,"Gores Holdings VI, Inc.",17.69,-0.21,-1.18%,"13,371","470,168",,,470168,0
LJAQ,LightJump Acquisition Corporation,9.80,-0.04,-0.41%,"11,365","52,033",,,52033,0
MTACU,MedTech Acquisition Corporation,10.29,0.02,+0.19%,"10,552","163,712",,,163712,0
NEE-PQ,"NextEra Energy, Inc.",49.79,0.36,+0.73%,"259,429","412,314",,,412314,0
ALL-PI,The Allstate Corporation,26.51,0.15,+0.56%,"31,892","31,796",,,31796,0
HIIIU,Hudson Executive Investment Corp. III,10.08,0.01,+0.10%,"196,573",3.142M,,,3142000,0
VGAC-UN,VG Acquisition Corp.,12.22,0.55,+4.69%,"5,274","104,715",,,104715,0
WNCP,"Wineco Productions, Inc.",0.0003,-0.0,-14.29%,8.382M,16.126M,,,16126000,0
SOJE,Southern Company (The) Series 2,24.50,0.1,+0.41%,"330,988","163,051",,,163051,0
BHFAO,"Brighthouse Financial, Inc.",27.62,0.2,+0.75%,"26,833","36,496",,,36496,0
TACA-UN,Trepont Acquisition Corp I,10.33,-0.03,-0.29%,"160,430","108,697",,,108697,0
SVFAW,SVF Investment Corp.,3.6000,0.17,+4.96%,"47,022","83,340",,,83340,0
AGNCO,AGNC Investment Corp.,24.79,-0.08,-0.32%,"25,912","48,541",,,48541,0
SCOA,Scion Tech Growth I,9.93,0.01,+0.10%,"85,876","418,090",,,418090,0
DFPHU,DFP Healthcare Acquisitions Corp.,10.96,0.0,0.00%,539,"25,236",,,25236,0
AAC-UN,Ares Acquisition Corporation,10.09,0.05,+0.45%,"675,259",2.281M,,,2281000,0
TMKR,Tastemaker Acquisition Corp.,9.79,-0.04,-0.41%,"645,361","295,771",,,295771,0
CCX-UN,Churchill Capital Corp II,10.69,0.27,+2.60%,766,"114,760",,,114760,0
BENEW,Benessere Capital Acquisition Corp.,0.6000,0.0194,+3.34%,"186,531","432,831",,,432831,0
OPENW,Opendoor Technologies Inc.,15.22,2.99,+24.45%,"74,652","285,918",,,285918,0
NEE-PP,"NextEra Energy, Inc. 5.279% Cor",49.83,0.92,+1.88%,"126,231","385,752",,,385752,0
FRTT,Fortitude Gold Corporation,4.6000,-0.05,-1.08%,"81,203","687,828",,,687828,0
PRSRU,Prospector Capital Corp.,10.44,0.1,+0.92%,"38,255","498,759",,,498759,0
LGACU,Lazard Growth Acquisition Corp. I,10.15,0.1,+1.00%,"122,411","902,368",,,902368,0
NEE-PP,"NextEra Energy, Inc. 5.279% Cor",49.83,0.92,+1.88%,"126,231","385,752",,,385752,0
TCBLL,TEXAS CAPITAL BANCSHARES INC DE,25.00,0.02,+0.08%,"127,911","375,777",,,375777,0
PSA-PD,Public Storage,25.55,-0.02,-0.09%,"25,508","25,768",,4.06,25768,0
DELCF,Delic Holdings Inc.,0.4136,-0.0164,-3.81%,"133,263","144,519",,,144519,0
LGACU,Lazard Growth Acquisition Corp. I,10.15,0.1,+1.00%,"122,411","902,368",,,902368,0
ATH-PD,Athene Holding Ltd.,24.95,-0.02,-0.08%,"47,082","351,311",,,351311,0
VIIAU,7GC & Co. Holdings Inc.,10.38,0.06,+0.58%,"1,232","202,128",,,202128,0
AGCUU,Altimeter Growth Corp.,14.90,2.2,+17.32%,"217,564","84,421",,,84421,0
FORW,Forwardly Inc.,0.5975,-0.0625,-9.47%,2.051M,9.79M,,,9790000,0
RAACW,Revolution Acceleration Acquisition Corp,2.0800,0.04,+1.96%,"542,862","647,940",,,647940,0
FINMU,Marlin Technology Corporation,10.05,0.01,+0.05%,"378,797","561,697",,,561697,0
PRSRU,Prospector Capital Corp.,10.44,0.1,+0.92%,"38,255","498,759",,,498759,0
SPFR-UN,Jaws Spitfire Acquisition Corporation,11.44,0.54,+4.95%,"111,655","127,343",,,127343,0
NRACU,Noble Rock Acquisition Corporation,9.99,0.01,+0.10%,"260,024","494,519",,,494519,0
RMGCU,RMG Acquisition Corp. III,10.17,0.01,+0.10%,"228,581",1.248M,,,1248000,0
VLDRW,"Velodyne Lidar, Inc.",5.04,0.33,+7.01%,"145,184","560,300",,,560300,0
ATH-PC,Athene Holding Ltd.,27.81,0.14,+0.49%,"29,566","61,249",,,61249,0
SREA,,27.46,0.2,+0.73%,"20,758","53,013",,,53013,0
GHACU,Gaming & Hospitality Acquisition Corp.,10.06,0.01,+0.10%,"77,053","378,668",,,378668,0
ASPCU,Alpha Capital Acquisition Company,10.09,0.03,+0.30%,"243,206","963,757",,,963757,0
SCE-PK,SCE Trust V PFD SEC,25.29,-0.09,-0.35%,"16,449","27,250",,,27250,0
CCX-UN,Churchill Capital Corp II,10.69,0.27,+2.60%,766,"114,760",,,114760,0
RMGCU,RMG Acquisition Corp. III,10.17,0.01,+0.10%,"228,581",1.248M,,,1248000,0
SBII-UN,Sandbridge X2 Corp.,10.01,0.01,+0.10%,"835,475",5.82M,,,5820000,0
GFLU,GFL Environmental Inc.,78.74,-0.59,-0.74%,"308,662","59,810",,,59810,0
SNPR-UN,Tortoise Acquisition Corp. II,12.50,0.36,+2.97%,"5,776","118,368",,,118368,0
CTAQU,Carney Technology Acquisition Corp. II,10.11,-0.12,-1.17%,"144,702","173,413",,,173413,0
PRPC-UN,CC Neuberger Principal Holdings III,10.22,0.03,+0.29%,"102,306","900,056",,,900056,0
FRC-PJ,FIRST REPUBLIC BANK Depositary ,25.79,-0.02,-0.08%,"24,735","49,157",,,49157,0
HLAHU,"Hamilton Lane Alliance Holdings I, Inc.",10.05,0.02,+0.20%,"172,414","385,579",,,385579,0
BCACW,Brookline Capital Acquisition Corp.,1.6200,-0.14,-7.95%,"14,141","28,830",,,28830,0
DTB,DTE Energy Company 2020 Series ,24.98,-0.07,-0.28%,"63,059","51,153",,,51153,0
EQH-PC,"Equitable Holdings, Inc.",24.92,0.04,+0.16%,"64,501","203,707",,,203707,0
NDACU,NightDragon Acquisition Corp.,10.30,0.18,+1.73%,"462,205",1.829M,,,1829000,0
SBII-UN,Sandbridge X2 Corp.,10.01,0.01,+0.10%,"835,475",5.82M,,,5820000,0
DCRNU,Decarbonization Plus Acquisition Corporation II,10.23,-0.03,-0.24%,"69,560","573,800",,,573800,0
SCOAU,Scion Tech Growth I,10.26,-0.04,-0.39%,"83,260","649,910",,,649910,0
SPFR-UN,Jaws Spitfire Acquisition Corporation,11.44,0.54,+4.95%,"111,655","127,343",,,127343,0
VOSOU,Virtuoso Acquisition Corp.,10.08,-0.04,-0.40%,"65,017","472,375",,,472375,0
HCCCU,Healthcare Capital Corp.,10.17,0.02,+0.20%,"24,066","167,900",,,167900,0
HYACU,Haymaker Acquisition Corp. III,10.04,-0.01,-0.10%,"408,516",2.499M,,,2499000,0
OACB-UN,Oaktree Acquisition Corp. II,10.58,0.22,+2.12%,"3,926","50,246",,,50246,0
HYACU,Haymaker Acquisition Corp. III,10.04,-0.01,-0.10%,"408,516",2.499M,,,2499000,0
WLAB,"White Label Liquid, Inc.",0.0300,0.009,+42.86%,"1,100","46,846",,,46846,0
FCAX,Fortress Capital Acquisition Corp.,9.90,-0.05,-0.45%,"3,029","146,125",,,146125,0
DEH-UN,D8 Holdings Corp.,10.49,-0.04,-0.39%,200,"26,920",,,26920,0
MRACW,Marquee Raine Acquisition Corp.,1.4400,-0.01,-0.69%,"1,749","118,845",,,118845,0
VTIQU,VectoIQ Acquisition Corp. II,10.55,0.03,+0.29%,"13,546","516,227",,,516227,0
DEH-UN,D8 Holdings Corp.,10.49,-0.04,-0.39%,200,"26,920",,,26920,0
MRACW,Marquee Raine Acquisition Corp.,1.4400,-0.01,-0.69%,"1,749","118,845",,,118845,0
REFXF,RedFlow Limited,0.0600,0.0,0.00%,"30,000","178,151",,,178151,0
HIGA-UN,H.I.G. Acquisition Corp.,10.30,-0.12,-1.15%,"46,800","86,503",,,86503,0
FRSGU,First Reserve Sustainable Growth Corp.,10.08,0.02,+0.20%,"174,809",1.742M,,,1742000,0
NLSPW,NLS Pharmaceutics AG,1.0400,0.05,+5.05%,"4,086","50,210",,,50210,0
LJAQ,LightJump Acquisition Corporation,9.80,-0.04,-0.41%,"11,365","52,033",,,52033,0
MUDSW,Mudrick Capital Acquisition Corporation II,0.9309,0.1007,+12.13%,"30,048","161,825",,,161825,0
VVOS,"Vivos Therapeutics, Inc.",6.94,0.24,+3.56%,"24,202","561,553",,,561553,0
GFX,Golden Falcon Acquisition Corp.,9.77,-0.07,-0.71%,"99,522","187,277",,,187277,0
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,25.65,-0.05,-0.19%,"3,802","54,060",,,54060,0
FTEV-UN,FinTech Evolution Acquisition Group,10.06,0.01,+0.10%,"114,104",2.236M,,,2236000,0
TEKKU,Tekkorp Digital Acquisition Corp.,10.75,0.15,+1.42%,"221,276","64,686",,,64686,0
ETACU,E.Merge Technology Acquisition Corp.,10.49,0.18,+1.80%,"27,743","66,023",,,66023,0
UMAV,UAV Corp.,0.1700,0.03,+21.43%,"5,004","53,096",,,53096,0
FTCVU,Fintech Acquisition Corp. V,10.90,-0.1,-0.91%,717,"65,023",,,65023,0
DFPHU,DFP Healthcare Acquisitions Corp.,10.96,0.0,0.00%,539,"25,236",,,25236,0
IPOD-UN,Social Capital Hedosophia Holdings Corp. IV,13.68,0.54,+4.11%,"9,853","156,096",,,156096,0
AGCUU,Altimeter Growth Corp.,14.90,2.2,+17.32%,"217,564","84,421",,,84421,0
TSIAU,TS Innovation Acquisitions Corp.,14.36,0.39,+2.79%,"2,105","139,986",,,139986,0
VCVCU,10X Capital Venture Acquisition Corp,11.85,0.25,+2.16%,"20,383","187,486",,,187486,0
CPZ,Calamos Long/Short Equity & Dynamic Income Term Trust,19.57,-0.02,-0.10%,"41,130","111,941",,,111941,0
ZNTE,Zanite Acquisition Corp.,10.29,0.09,+0.88%,"601,717",1.579M,,,1579000,0
EPHYU,Epiphany Technology Acquisition Corp.,10.33,0.11,+1.06%,"26,183","459,223",,,459223,0
XPDIU,Power & Digital Infrastructure Acquisition Corp.,10.46,0.18,+1.70%,"6,321","358,721",,,358721,0
ACQRU,Independence Holdings Corp.,10.11,0.05,+0.45%,"461,856",6.225M,,,6225000,0
NRACU,Noble Rock Acquisition Corporation,9.99,0.01,+0.10%,"260,024","494,519",,,494519,0
PRSRU,Prospector Capital Corp.,10.44,0.1,+0.92%,"38,255","498,759",,,498759,0
SSTU,"Sandy Steele Unlimited, Inc.",0.0006,0.0,0.00%,"40,000","43,696",,,43696,0
LNFA-UN,L&F Acquisition Corp.,10.42,-0.03,-0.29%,"4,205","61,230",,,61230,0
ATAC-UN,Altimar Acquisition Corporation,10.46,0.05,+0.49%,"3,575","190,638",,,190638,0
VTAQU,Ventoux CCM Acquisition Corp.,10.60,0.19,+1.83%,"3,857","99,558",,,99558,0
ASAQ-UN,Atlantic Avenue Acquisition Corp,10.42,0.0,0.00%,"1,000","27,136",,,27136,0
AWSI,"ARIA Wireless Systems, Inc.",0.0300,-0.004,-11.76%,"24,713","37,461",,,37461,0
TLGA-UN,TLG Acquisition One Corp.,10.00,-0.03,-0.30%,"38,398","992,205",,,992205,0
ETACU,E.Merge Technology Acquisition Corp.,10.49,0.18,+1.80%,"27,743","66,023",,,66023,0
TWND-UN,Tailwind Acquisition Corp.,11.00,0.15,+1.38%,"24,915","62,746",,,62746,0
SWT,,116.25,0.84,+0.73%,"1,824","52,213",,,52213,0
VIEW,"View, Inc.",9.03,-0.23,-2.46%,"863,123",1.551M,,,1551000,0
FRWAU,PWP Forward Acquisition Corp. I,9.98,0.01,+0.05%,"460,727",5.557M,,,5557000,0
DDMXU,DD3 Acquisition Corp. II,10.75,0.26,+2.48%,"28,841","50,256",,,50256,0
CLVRW,Schultze Special Purpose Acquisition Corp.,3.6000,0.2,+5.88%,"430,854","413,740",,,413740,0
PTICU,PropTech Investment Corporation II,10.35,0.11,+1.07%,"1,402","68,826",,,68826,0
ACACU,Acies Acquisition Corp.,10.57,-0.03,-0.28%,"1,666","95,751",,,95751,0
TZPSU,TZP Strategies Acquisition Corp.,10.04,-0.06,-0.59%,"23,015","502,880",,,502880,0
PSA-PO,Public Storage,25.86,0.08,+0.32%,"13,620","55,981",,,55981,0
ITQRU,Itiquira Acquisition Corp.,10.00,0.01,+0.10%,"9,799","682,550",,,682550,0
AEACU,Authentic Equity Acquisition Corp.,10.05,0.0,0.00%,"6,599","379,654",,,379654,0
IPVA-UN,InterPrivate II Acquisition Corp.,10.04,0.04,+0.40%,"152,669",2.167M,,,2167000,0
NEWTZ,Newtek Business Services Corp. 5.50% Notes Due 2026,25.91,-0.14,-0.53%,901,"26,803",,,26803,0
HAACW,Health Assurance Acquisition Corp.,3.3300,0.03,+0.91%,"76,729","263,189",,,263189,0
JPM-PH,JPMorgan Chase & Co.,25.42,-0.01,-0.04%,"46,663","94,858",,2.86,94858,0
WAFDP,"Washington Federal, Inc. Depositary Shares",24.81,-0.01,-0.04%,"40,730","349,165",,,349165,0
NOACW,Natural Order Acquisition Corp.,1.2200,0.13,+11.93%,"148,707","261,807",,,261807,0
POWRU,Powered Brands,10.09,-0.12,-1.18%,"53,834","416,514",,,416514,0
THMAU,Thimble Point Acquisition Corp.,10.10,-0.04,-0.39%,"15,515","814,861",,,814861,0
KLAQU,KL Acquisition Corp,10.05,0.01,+0.10%,"151,287","462,854",,,462854,0
CLIM-UN,Climate Real Impact Solutions II Acquisition Corporation,10.50,0.06,+0.57%,"71,160","397,041",,,397041,0
OWUV,One World Universe Inc.,0.0360,0.004,+12.50%,"420,834",1.46M,,,1460000,0
ENTBF,Entheon Biomedical Corp.,0.6000,0.0,0.00%,"101,309","335,954",,,335954,0
SCLEU,Broadscale Acquisition Corp.,10.11,0.09,+0.90%,"79,942",1.195M,,,1195000,0
ZNTEU,Zanite Acquisition Corp.,11.15,0.15,+1.36%,"38,113","219,231",,,219231,0
NAACU,North Atlantic Acquisition Corporation,10.12,0.06,+0.65%,"106,691","434,445",,,434445,0
KNEOF,KNEOMEDIA LIMITED,0.0222,0.0107,+93.04%,"71,318","63,198",,,63198,0
FMAC-UN,FirstMark Horizon Acquisition Corp.,11.30,0.39,+3.57%,"4,904","49,595",,,49595,0
PGRCF,PHOENIX GOLD RES CORP,0.2800,-0.017,-5.71%,"24,209","27,760",,,27760,0
VCVCW,10X Capital Venture Acquisition Corp,2.0800,-0.02,-0.95%,"89,885","337,020",,,337020,0
NRUC,National Rural Utilities Cooper,26.41,0.02,+0.08%,"113,274","41,681",,,41681,0
KNEOF,KNEOMEDIA LIMITED,0.0222,0.0107,+93.04%,"71,318","63,198",,,63198,0
TMKR,Tastemaker Acquisition Corp.,9.79,-0.04,-0.41%,"645,361","295,771",,,295771,0
MUDSU,Mudrick Capital Acquisition Corporation II,10.34,0.05,+0.49%,"4,377","154,043",,,154043,0
OWUV,One World Universe Inc.,0.0360,0.004,+12.50%,"420,834",1.46M,,,1460000,0
FMAC-UN,FirstMark Horizon Acquisition Corp.,11.30,0.39,+3.57%,"4,904","49,595",,,49595,0
POWRU,Powered Brands,10.09,-0.12,-1.18%,"53,834","416,514",,,416514,0
NOACW,Natural Order Acquisition Corp.,1.2200,0.13,+11.93%,"148,707","261,807",,,261807,0
KLAQU,KL Acquisition Corp,10.05,0.01,+0.10%,"151,287","462,854",,,462854,0
AEAC,Authentic Equity Acquisition Corp.,9.75,-0.01,-0.10%,"32,629","36,150",,,36150,0
GHVIW,"Gores Holdings VI, Inc.",5.74,0.3,+5.61%,"104,913","468,428",,,468428,0
PFH,CABCO Trust for JC Penney Debentures,25.25,0.12,+0.48%,"59,553","107,800",,,107800,0
VMNT,"Vemanti Group, Inc.",1.3000,-0.09,-6.47%,"60,533","219,501",,,219501,0
OCAXU,OCA Acquisition Corp.,10.09,-0.03,-0.30%,"18,612","133,644",,,133644,0
HOLUU,Holicity Inc.,15.65,-1.9,-10.83%,"7,464","111,945",,,111945,0
CSTA-UN,Constellation Acquisition Corp I,10.11,-0.04,-0.42%,"3,703","392,855",,,392855,0
ITQRU,Itiquira Acquisition Corp.,10.00,0.01,+0.10%,"9,799","682,550",,,682550,0
TZPSU,TZP Strategies Acquisition Corp.,10.04,-0.06,-0.59%,"23,015","502,880",,,502880,0
THMAU,Thimble Point Acquisition Corp.,10.10,-0.04,-0.39%,"15,515","814,861",,,814861,0
CLIM-UN,Climate Real Impact Solutions II Acquisition Corporation,10.50,0.06,+0.57%,"71,160","397,041",,,397041,0
ATH-PB,Athene Holding Ltd.,26.50,0.05,+0.19%,"33,204","30,252",,,30252,0
APTV-PA,Aptiv PLC,174.32,3.58,+2.10%,"17,552","67,067",,,67067,0
VTIQ,VectoIQ Acquisition Corp. II,10.20,0.1,+0.99%,"125,576","173,950",,,173950,0
AVAN-UN,Avanti Acquisition Corp.,10.83,0.1,+0.93%,"1,390","156,162",,,156162,0
TNMD,Tianrong Medical Group Inc.,1.0000,0.18,+21.95%,"32,143","58,481",,,58481,0
SCE-PH,SCE Trust III,25.31,-0.34,-1.33%,"48,905","39,532",,,39532,0
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,25.07,0.04,+0.16%,"71,319","594,100",,,594100,0
ETHE,Grayscale Ethereum Trust (ETH),17.84,0.45,+2.59%,2.697M,6.849M,,,6849000,0
ESM-UN,Esm Acquisition Corp,9.99,-0.01,-0.10%,1.192M,16.082M,,,16082000,0
CAP-UN,Capitol Investment Corp. V,10.52,-0.08,-0.75%,"189,682","161,895",,,161895,0
MFA-PC,"MFA Financial, Inc.",21.97,0.02,+0.09%,"60,366","43,930",,,43930,0
QFTA-UN,Quantum FinTech Acquisition Corporation,10.11,-0.06,-0.59%,"94,229","445,946",,,445946,0
EOSEW,"Eos Energy Enterprises, Inc.",6.92,0.45,+6.96%,"78,420","174,198",,,174198,0
USB-PR,U.S. Bancorp,24.90,0.1,+0.41%,"138,251",1.221M,,,1221000,0
TSIAW,TS Innovation Acquisitions Corp.,3.1000,-0.25,-7.46%,"34,080","184,591",,,184591,0
WAFDP,"Washington Federal, Inc. Depositary Shares",24.81,-0.01,-0.04%,"40,730","349,165",,,349165,0
ISOS-UN,Isos Acquisition Corp.,10.01,-0.09,-0.89%,"55,520",2.119M,,,2119000,0
